user_id,start_at,end_at,weekday,routine
P3025,03:15:00,03:30:00,3,SLEEP
P3025,03:15:00,03:30:00,4,SLEEP
P3025,03:15:00,03:30:00,5,SLEEP
P3025,03:15:00,03:30:00,6,SLEEP
P3025,03:30:00,03:45:00,2,SLEEP
P3025,03:30:00,03:45:00,3,SLEEP
P3025,03:30:00,03:45:00,4,SLEEP
P3025,03:30:00,03:45:00,5,SLEEP
P3025,03:30:00,03:45:00,6,SLEEP
P3025,03:45:00,04:00:00,2,SLEEP
P3025,03:45:00,04:00:00,3,SLEEP
P3025,03:45:00,04:00:00,4,SLEEP
P3025,03:45:00,04:00:00,5,SLEEP
P3025,03:45:00,04:00:00,6,SLEEP
P3025,04:00:00,04:15:00,2,SLEEP
P3025,04:00:00,04:15:00,3,SLEEP
P3025,04:00:00,04:15:00,4,SLEEP
P3025,04:00:00,04:15:00,5,SLEEP
P3025,04:00:00,04:15:00,6,SLEEP
P3025,04:15:00,04:30:00,2,SLEEP
P3025,04:15:00,04:30:00,3,SLEEP
P3025,04:15:00,04:30:00,4,SLEEP
P3025,04:15:00,04:30:00,5,SLEEP
P3025,04:15:00,04:30:00,6,SLEEP
P3025,04:30:00,04:45:00,2,SLEEP
P3025,04:30:00,04:45:00,3,SLEEP
P3025,04:30:00,04:45:00,4,SLEEP
P3025,04:30:00,04:45:00,5,SLEEP
P3025,04:30:00,04:45:00,6,SLEEP
P3025,04:45:00,05:00:00,2,SLEEP
P3025,04:45:00,05:00:00,3,SLEEP
P3025,04:45:00,05:00:00,4,SLEEP
P3025,04:45:00,05:00:00,5,SLEEP
P3025,04:45:00,05:00:00,6,SLEEP
P3025,05:00:00,05:15:00,2,SLEEP
P3025,05:00:00,05:15:00,3,SLEEP
P3025,05:00:00,05:15:00,4,SLEEP
P3025,05:00:00,05:15:00,5,SLEEP
P3025,05:00:00,05:15:00,6,SLEEP
P3025,05:15:00,05:30:00,2,SLEEP
P3025,05:15:00,05:30:00,3,SLEEP
P3025,05:15:00,05:30:00,4,SLEEP
P3025,05:15:00,05:30:00,5,SLEEP
P3025,05:15:00,05:30:00,6,SLEEP
P3025,05:30:00,05:45:00,2,SLEEP
P3025,05:30:00,05:45:00,3,SLEEP
P3025,05:30:00,05:45:00,4,SLEEP
P3025,05:30:00,05:45:00,5,SLEEP
P3025,05:30:00,05:45:00,6,SLEEP
P3025,05:45:00,06:00:00,2,SLEEP
P3025,05:45:00,06:00:00,3,SLEEP
P3025,05:45:00,06:00:00,5,SLEEP
P3025,05:45:00,06:00:00,6,SLEEP
P3025,06:00:00,06:15:00,2,SLEEP
P3025,06:00:00,06:15:00,3,SLEEP
P3025,06:00:00,06:15:00,6,SLEEP
P3025,06:15:00,06:30:00,2,INDOOR
P3025,06:15:00,06:30:00,3,SLEEP
P3025,06:15:00,06:30:00,6,SLEEP
P3025,06:30:00,06:45:00,3,SLEEP
P3025,06:30:00,06:45:00,6,SLEEP
P3025,06:45:00,07:00:00,3,SLEEP
P3025,06:45:00,07:00:00,6,SLEEP
P3025,07:00:00,07:15:00,3,SLEEP
P3025,07:00:00,07:15:00,4,INDOOR
P3025,07:00:00,07:15:00,6,SLEEP
P3025,07:15:00,07:30:00,4,INDOOR
P3025,07:15:00,07:30:00,6,SLEEP
P3025,07:30:00,07:45:00,6,SLEEP
P3025,07:45:00,08:00:00,6,SLEEP
P3025,08:00:00,08:15:00,6,SLEEP
P3025,08:15:00,08:30:00,4,INDOOR
P3025,08:30:00,08:45:00,4,CLASS
P3025,09:15:00,09:30:00,3,INDOOR
P3025,09:15:00,09:30:00,4,CLASS
P3025,09:30:00,09:45:00,2,INDOOR
P3025,09:45:00,10:00:00,0,INDOOR
P3025,09:45:00,10:00:00,1,INDOOR
P3025,09:45:00,10:00:00,2,INDOOR
P3025,09:45:00,10:00:00,4,CLASS
P3025,10:00:00,10:15:00,0,INDOOR
P3025,10:00:00,10:15:00,1,INDOOR
P3025,10:00:00,10:15:00,3,CLASS
P3025,10:15:00,10:30:00,1,INDOOR
P3025,10:15:00,10:30:00,4,CLASS
P3025,10:30:00,10:45:00,2,CLASS
P3025,10:45:00,11:00:00,0,MEAL
P3025,10:45:00,11:00:00,1,CLASS
P3025,10:45:00,11:00:00,3,CLASS
P3025,10:45:00,11:00:00,4,CLASS
P3025,11:00:00,11:15:00,0,MEAL
P3025,11:00:00,11:15:00,1,CLASS
P3025,11:00:00,11:15:00,2,CLASS
P3025,11:15:00,11:30:00,0,MEAL
P3025,11:15:00,11:30:00,1,CLASS
P3025,11:15:00,11:30:00,2,CLASS
P3025,11:30:00,11:45:00,0,MEAL
P3025,11:30:00,11:45:00,1,CLASS
P3025,11:30:00,11:45:00,2,CLASS
P3025,11:30:00,11:45:00,3,CLASS
P3025,11:45:00,12:00:00,0,MEAL
P3025,11:45:00,12:00:00,1,CLASS
P3025,11:45:00,12:00:00,2,CLASS
P3025,11:45:00,12:00:00,3,CLASS
P3025,12:00:00,12:15:00,0,MEAL
P3025,12:00:00,12:15:00,1,CLASS
P3025,12:00:00,12:15:00,4,CLASS
P3025,12:15:00,12:30:00,4,CLASS
P3025,12:30:00,12:45:00,0,MEAL
P3025,12:30:00,12:45:00,1,CLASS
P3025,12:30:00,12:45:00,2,CLASS
P3025,12:45:00,13:00:00,4,CLASS
P3025,13:00:00,13:15:00,4,CLASS
P3025,13:15:00,13:30:00,0,MEAL
P3025,13:15:00,13:30:00,2,CLASS
P3025,13:15:00,13:30:00,3,CLASS
P3025,13:30:00,13:45:00,1,CLASS
P3025,13:30:00,13:45:00,2,CLASS
P3025,13:30:00,13:45:00,4,CLASS
P3025,13:45:00,14:00:00,1,CLASS
P3025,13:45:00,14:00:00,2,CLASS
P3025,13:45:00,14:00:00,4,CLASS
P3025,14:00:00,14:15:00,0,CLASS
P3025,14:00:00,14:15:00,2,CLASS
P3025,14:00:00,14:15:00,4,CLASS
P3025,14:15:00,14:30:00,2,CLASS
P3025,14:15:00,14:30:00,4,CLASS
P3025,14:30:00,14:45:00,4,CLASS
P3025,14:45:00,15:00:00,2,CLASS
P3025,15:00:00,15:15:00,2,CLASS
P3025,15:00:00,15:15:00,4,CLASS
P3025,15:15:00,15:30:00,2,CLASS
P3025,15:15:00,15:30:00,3,CLASS
P3025,15:15:00,15:30:00,4,CLASS
P3025,15:30:00,15:45:00,3,CLASS
P3025,15:30:00,15:45:00,4,CLASS
P3025,15:45:00,16:00:00,3,CLASS
P3025,15:45:00,16:00:00,4,CLASS
P3025,16:00:00,16:15:00,4,CLASS
P3025,16:15:00,16:30:00,0,INDOOR
P3025,16:15:00,16:30:00,1,CLASS
P3025,16:30:00,16:45:00,0,INDOOR
P3025,16:30:00,16:45:00,2,CLASS
P3025,16:45:00,17:00:00,0,CLASS
P3025,16:45:00,17:00:00,3,CLASS
P3025,17:00:00,17:15:00,3,CLASS
P3025,17:15:00,17:30:00,3,CLASS
P3025,17:30:00,17:45:00,4,CLASS
P3025,17:45:00,18:00:00,0,CLASS
P3025,17:45:00,18:00:00,2,CLASS
P3025,18:00:00,18:15:00,1,CLASS
P3025,18:00:00,18:15:00,2,INDOOR
P3025,18:00:00,18:15:00,3,CLASS
P3025,18:15:00,18:30:00,2,INDOOR
P3025,18:15:00,18:30:00,3,CLASS
P3025,18:30:00,18:45:00,0,CLASS
P3025,18:30:00,18:45:00,1,CLASS
P3025,19:45:00,20:00:00,2,CLASS
P3025,20:00:00,20:15:00,2,CLASS
P3025,20:15:00,20:30:00,0,INDOOR
P3025,20:15:00,20:30:00,2,CLASS
P3025,21:00:00,21:15:00,1,CLASS
P3025,21:45:00,22:00:00,3,CLASS
P3025,22:00:00,22:15:00,0,CLASS
P3025,22:00:00,22:15:00,3,MEAL
P3025,22:30:00,22:45:00,3,MEAL
P3025,23:00:00,23:15:00,3,MEAL
P3025,23:30:00,23:45:00,3,INDOOR
P3025,23:45:00,00:00:00,3,INDOOR
