user_id,start_at,end_at,weekday,routine
P3018,06:00:00,06:15:00,6,SLEEP
P3018,06:15:00,06:30:00,0,SLEEP
P3018,06:15:00,06:30:00,1,SLEEP
P3018,06:15:00,06:30:00,2,SLEEP
P3018,06:15:00,06:30:00,3,SLEEP
P3018,06:15:00,06:30:00,4,SLEEP
P3018,06:15:00,06:30:00,5,SLEEP
P3018,06:15:00,06:30:00,6,SLEEP
P3018,06:30:00,06:45:00,0,SLEEP
P3018,06:30:00,06:45:00,1,SLEEP
P3018,06:30:00,06:45:00,2,SLEEP
P3018,06:30:00,06:45:00,3,SLEEP
P3018,06:30:00,06:45:00,4,SLEEP
P3018,06:30:00,06:45:00,5,SLEEP
P3018,06:30:00,06:45:00,6,SLEEP
P3018,06:45:00,07:00:00,0,SLEEP
P3018,06:45:00,07:00:00,1,SLEEP
P3018,06:45:00,07:00:00,2,SLEEP
P3018,06:45:00,07:00:00,4,SLEEP
P3018,06:45:00,07:00:00,5,SLEEP
P3018,06:45:00,07:00:00,6,SLEEP
P3018,07:00:00,07:15:00,0,SLEEP
P3018,07:00:00,07:15:00,1,SLEEP
P3018,07:00:00,07:15:00,2,SLEEP
P3018,07:00:00,07:15:00,5,SLEEP
P3018,07:00:00,07:15:00,6,SLEEP
P3018,07:15:00,07:30:00,0,SLEEP
P3018,07:15:00,07:30:00,1,SLEEP
P3018,07:15:00,07:30:00,2,SLEEP
P3018,07:15:00,07:30:00,4,INDOOR
P3018,07:15:00,07:30:00,5,SLEEP
P3018,07:15:00,07:30:00,6,SLEEP
P3018,07:30:00,07:45:00,0,SLEEP
P3018,07:30:00,07:45:00,1,SLEEP
P3018,07:30:00,07:45:00,2,SLEEP
P3018,07:30:00,07:45:00,5,SLEEP
P3018,07:45:00,08:00:00,2,SLEEP
P3018,07:45:00,08:00:00,5,SLEEP
P3018,08:00:00,08:15:00,5,SLEEP
P3018,08:15:00,08:30:00,5,SLEEP
P3018,08:45:00,09:00:00,2,INDOOR
P3018,09:00:00,09:15:00,2,CLASS
P3018,09:15:00,09:30:00,1,INDOOR
P3018,09:15:00,09:30:00,2,CLASS
P3018,09:30:00,09:45:00,5,INDOOR
P3018,09:45:00,10:00:00,1,INDOOR
P3018,09:45:00,10:00:00,2,CLASS
P3018,10:00:00,10:15:00,1,INDOOR
P3018,10:00:00,10:15:00,2,CLASS
P3018,10:00:00,10:15:00,5,INDOOR
P3018,10:15:00,10:30:00,2,CLASS
P3018,10:15:00,10:30:00,3,INDOOR
P3018,10:30:00,10:45:00,2,INDOOR
P3018,10:30:00,10:45:00,3,CLASS
P3018,10:45:00,11:00:00,2,INDOOR
P3018,11:00:00,11:15:00,2,INDOOR
P3018,11:00:00,11:15:00,4,INDOOR
P3018,11:15:00,11:30:00,2,INDOOR
P3018,11:30:00,11:45:00,2,INDOOR
P3018,11:30:00,11:45:00,4,CLASS
P3018,11:45:00,12:00:00,1,CLASS
P3018,12:00:00,12:15:00,2,INDOOR
P3018,12:45:00,13:00:00,3,STUDY
P3018,14:15:00,14:30:00,1,CLASS
P3018,14:15:00,14:30:00,3,CLASS
P3018,14:30:00,14:45:00,2,INDOOR
P3018,14:30:00,14:45:00,3,INDOOR
P3018,15:45:00,16:00:00,2,CLASS
P3018,16:30:00,16:45:00,2,INDOOR
P3018,16:30:00,16:45:00,3,INDOOR
P3018,16:45:00,17:00:00,1,STUDY
P3018,17:00:00,17:15:00,3,INDOOR
P3018,17:45:00,18:00:00,2,INDOOR
P3018,18:15:00,18:30:00,2,INDOOR
P3018,18:45:00,19:00:00,2,INDOOR
P3018,18:45:00,19:00:00,3,INDOOR
P3018,19:00:00,19:15:00,1,INDOOR
P3018,19:00:00,19:15:00,3,INDOOR
P3018,19:15:00,19:30:00,1,INDOOR
P3018,19:30:00,19:45:00,1,INDOOR
P3018,19:30:00,19:45:00,2,INDOOR
P3018,19:30:00,19:45:00,3,INDOOR
P3018,19:45:00,20:00:00,3,INDOOR
P3018,20:45:00,21:00:00,0,INDOOR
P3018,21:00:00,21:15:00,0,EXERCISE
P3018,21:00:00,21:15:00,1,INDOOR
P3018,21:15:00,21:30:00,0,EXERCISE
P3018,21:15:00,21:30:00,4,INDOOR
P3018,21:30:00,21:45:00,0,EXERCISE
P3018,21:30:00,21:45:00,4,INDOOR
P3018,21:45:00,22:00:00,0,EXERCISE
P3018,21:45:00,22:00:00,1,INDOOR
P3018,21:45:00,22:00:00,4,INDOOR
P3018,22:00:00,22:15:00,0,EXERCISE
P3018,22:00:00,22:15:00,1,EXERCISE
P3018,22:00:00,22:15:00,2,INDOOR
P3018,22:00:00,22:15:00,4,INDOOR
P3018,22:15:00,22:30:00,0,EXERCISE
P3018,22:15:00,22:30:00,2,INDOOR
P3018,22:30:00,22:45:00,2,INDOOR
P3018,22:45:00,23:00:00,0,EXERCISE
P3018,23:00:00,23:15:00,0,EXERCISE
P3018,23:00:00,23:15:00,1,EXERCISE
P3018,23:00:00,23:15:00,2,INDOOR
P3018,23:15:00,23:30:00,0,EXERCISE
P3018,23:15:00,23:30:00,1,EXERCISE
P3018,23:15:00,23:30:00,2,INDOOR
P3018,23:15:00,23:30:00,3,EXERCISE
P3018,23:15:00,23:30:00,4,EXERCISE
P3018,23:30:00,23:45:00,0,EXERCISE
P3018,23:30:00,23:45:00,4,EXERCISE
P3018,23:45:00,00:00:00,0,INDOOR
P3018,23:45:00,00:00:00,2,INDOOR
P3018,23:45:00,00:00:00,3,STUDY
P3018,23:45:00,00:00:00,4,EXERCISE
