user_id,start_at,end_at,weekday,routine
P3028,09:15:00,09:30:00,2,CLASS
P3028,09:15:00,09:30:00,5,SLEEP
P3028,09:30:00,09:45:00,4,INDOOR
P3028,09:30:00,09:45:00,5,SLEEP
P3028,09:45:00,10:00:00,2,CLASS
P3028,09:45:00,10:00:00,4,INDOOR
P3028,09:45:00,10:00:00,5,SLEEP
P3028,10:00:00,10:15:00,1,CLASS
P3028,10:00:00,10:15:00,5,SLEEP
P3028,10:15:00,10:30:00,1,CLASS
P3028,10:15:00,10:30:00,3,CLASS
P3028,10:15:00,10:30:00,5,SLEEP
P3028,10:30:00,10:45:00,3,INDOOR
P3028,10:30:00,10:45:00,4,CLASS
P3028,10:30:00,10:45:00,5,SLEEP
P3028,10:30:00,10:45:00,6,STUDY
P3028,10:45:00,11:00:00,2,CLASS
P3028,10:45:00,11:00:00,4,INDOOR
P3028,10:45:00,11:00:00,5,SLEEP
P3028,10:45:00,11:00:00,6,STUDY
P3028,11:00:00,11:15:00,0,STUDY
P3028,11:00:00,11:15:00,5,SLEEP
P3028,11:00:00,11:15:00,6,STUDY
P3028,11:15:00,11:30:00,4,INDOOR
P3028,11:15:00,11:30:00,5,SLEEP
P3028,11:15:00,11:30:00,6,INDOOR
P3028,11:30:00,11:45:00,5,SLEEP
P3028,11:30:00,11:45:00,6,INDOOR
P3028,11:45:00,12:00:00,5,STUDY
P3028,11:45:00,12:00:00,6,INDOOR
P3028,12:00:00,12:15:00,1,CLASS
P3028,12:00:00,12:15:00,6,INDOOR
P3028,12:15:00,12:30:00,1,INDOOR
P3028,12:15:00,12:30:00,2,INDOOR
P3028,12:15:00,12:30:00,6,INDOOR
P3028,12:30:00,12:45:00,2,INDOOR
P3028,12:30:00,12:45:00,6,INDOOR
P3028,12:45:00,13:00:00,1,INDOOR
P3028,12:45:00,13:00:00,2,INDOOR
P3028,12:45:00,13:00:00,3,INDOOR
P3028,12:45:00,13:00:00,4,STUDY
P3028,12:45:00,13:00:00,6,INDOOR
P3028,13:00:00,13:15:00,1,INDOOR
P3028,13:00:00,13:15:00,2,CLASS
P3028,13:00:00,13:15:00,4,INDOOR
P3028,13:00:00,13:15:00,6,INDOOR
P3028,13:15:00,13:30:00,6,INDOOR
P3028,13:30:00,13:45:00,2,INDOOR
P3028,13:30:00,13:45:00,4,INDOOR
P3028,13:45:00,14:00:00,2,INDOOR
P3028,14:15:00,14:30:00,2,CLASS
P3028,14:30:00,14:45:00,1,INDOOR
P3028,14:30:00,14:45:00,2,CLASS
P3028,14:30:00,14:45:00,4,INDOOR
P3028,14:45:00,15:00:00,0,STUDY
P3028,14:45:00,15:00:00,2,CLASS
P3028,14:45:00,15:00:00,4,INDOOR
P3028,15:00:00,15:15:00,2,CLASS
P3028,15:00:00,15:15:00,4,INDOOR
P3028,15:00:00,15:15:00,5,STUDY
P3028,15:15:00,15:30:00,2,CLASS
P3028,15:15:00,15:30:00,3,INDOOR
P3028,15:15:00,15:30:00,4,INDOOR
P3028,15:30:00,15:45:00,1,INDOOR
P3028,15:30:00,15:45:00,2,CLASS
P3028,15:30:00,15:45:00,4,INDOOR
P3028,15:30:00,15:45:00,6,INDOOR
P3028,15:45:00,16:00:00,2,CLASS
P3028,15:45:00,16:00:00,3,INDOOR
P3028,15:45:00,16:00:00,4,INDOOR
P3028,15:45:00,16:00:00,5,MEAL
P3028,16:00:00,16:15:00,3,INDOOR
P3028,16:00:00,16:15:00,4,INDOOR
P3028,16:00:00,16:15:00,5,INDOOR
P3028,16:00:00,16:15:00,6,INDOOR
P3028,16:15:00,16:30:00,3,INDOOR
P3028,16:30:00,16:45:00,1,INDOOR
P3028,16:30:00,16:45:00,3,INDOOR
P3028,16:45:00,17:00:00,0,INDOOR
P3028,16:45:00,17:00:00,1,INDOOR
P3028,16:45:00,17:00:00,3,INDOOR
P3028,17:00:00,17:15:00,3,INDOOR
P3028,17:00:00,17:15:00,4,INDOOR
P3028,17:00:00,17:15:00,5,INDOOR
P3028,17:00:00,17:15:00,6,INDOOR
P3028,17:15:00,17:30:00,3,INDOOR
P3028,17:15:00,17:30:00,5,INDOOR
P3028,17:15:00,17:30:00,6,INDOOR
P3028,17:30:00,17:45:00,4,INDOOR
P3028,17:30:00,17:45:00,5,INDOOR
P3028,17:30:00,17:45:00,6,INDOOR
P3028,17:45:00,18:00:00,3,INDOOR
P3028,17:45:00,18:00:00,4,INDOOR
P3028,17:45:00,18:00:00,6,INDOOR
P3028,18:00:00,18:15:00,1,INDOOR
P3028,18:00:00,18:15:00,3,INDOOR
P3028,18:00:00,18:15:00,4,INDOOR
P3028,18:00:00,18:15:00,5,INDOOR
P3028,18:15:00,18:30:00,1,INDOOR
P3028,18:15:00,18:30:00,3,INDOOR
P3028,18:15:00,18:30:00,4,INDOOR
P3028,18:15:00,18:30:00,5,INDOOR
P3028,18:15:00,18:30:00,6,INDOOR
P3028,18:30:00,18:45:00,1,MEAL
P3028,18:30:00,18:45:00,3,INDOOR
P3028,18:30:00,18:45:00,4,INDOOR
P3028,18:30:00,18:45:00,5,INDOOR
P3028,18:45:00,19:00:00,0,INDOOR
P3028,18:45:00,19:00:00,1,MEAL
P3028,18:45:00,19:00:00,4,INDOOR
P3028,18:45:00,19:00:00,5,INDOOR
P3028,18:45:00,19:00:00,6,INDOOR
P3028,19:00:00,19:15:00,0,INDOOR
P3028,19:00:00,19:15:00,5,INDOOR
P3028,19:15:00,19:30:00,0,INDOOR
P3028,19:15:00,19:30:00,4,INDOOR
P3028,19:15:00,19:30:00,5,INDOOR
P3028,19:30:00,19:45:00,0,INDOOR
P3028,19:30:00,19:45:00,2,INDOOR
P3028,19:30:00,19:45:00,4,INDOOR
P3028,19:45:00,20:00:00,0,STUDY
P3028,19:45:00,20:00:00,1,INDOOR
P3028,19:45:00,20:00:00,2,INDOOR
P3028,20:30:00,20:45:00,0,STUDY
P3028,21:15:00,21:30:00,6,INDOOR
P3028,21:30:00,21:45:00,6,INDOOR
P3028,21:45:00,22:00:00,2,INDOOR
P3028,21:45:00,22:00:00,3,INDOOR
P3028,22:00:00,22:15:00,1,MEAL
P3028,22:00:00,22:15:00,2,MEAL
P3028,22:00:00,22:15:00,3,INDOOR
P3028,22:00:00,22:15:00,6,INDOOR
P3028,22:15:00,22:30:00,1,INDOOR
P3028,22:15:00,22:30:00,2,INDOOR
P3028,22:15:00,22:30:00,3,INDOOR
P3028,22:30:00,22:45:00,0,STUDY
P3028,22:30:00,22:45:00,3,INDOOR
P3028,22:30:00,22:45:00,6,INDOOR
P3028,22:45:00,23:00:00,2,INDOOR
P3028,22:45:00,23:00:00,6,INDOOR
P3028,23:00:00,23:15:00,6,INDOOR
P3028,23:15:00,23:30:00,1,INDOOR
P3028,23:15:00,23:30:00,2,INDOOR
P3028,23:45:00,00:00:00,2,INDOOR
